observation_date,NASDAQ100
2017-09-21,5934.910
2017-09-22,5932.320
2017-09-25,5867.350
2017-09-26,5881.340
2017-09-27,5937.790
2017-09-28,5933.070
2017-09-29,5979.300
2017-10-02,5981.920
2017-10-03,5995.060
2017-10-04,5998.840
2017-10-05,6057.140
2017-10-06,6064.570
2017-10-09,6058.530
2017-10-10,6063.520
2017-10-11,6081.250
2017-10-12,6069.990
2017-10-13,6092.450
2017-10-16,6114.530
2017-10-17,6122.610
2017-10-18,6114.350
2017-10-19,6092.620
2017-10-20,6108.820
2017-10-23,6067.830
2017-10-24,6080.220
2017-10-25,6055.040
2017-10-26,6037.870
2017-10-27,6213.470
2017-10-30,6227.590
2017-10-31,6248.560
2017-11-01,6248.650
2017-11-02,6236.390
2017-11-03,6295.580
2017-11-06,6313.610
2017-11-07,6320.780
2017-11-08,6345.810
2017-11-09,6312.210
2017-11-10,6309.070
2017-11-13,6316.180
2017-11-14,6293.640
2017-11-15,6258.360
2017-11-16,6339.140
2017-11-17,6314.510
2017-11-20,6308.610
2017-11-21,6378.630
2017-11-22,6386.120
2017-11-23,
2017-11-24,6409.290
2017-11-27,6405.970
2017-11-28,6422.560
2017-11-29,6311.370
2017-11-30,6365.560
2017-12-01,6337.870
2017-12-04,6263.700
2017-12-05,6265.110
2017-12-06,6293.050
