observation_date,NASDAQ100
2000-05-18,3426.350
2000-05-19,3260.640
2000-05-22,3264.710
2000-05-23,3023.420
2000-05-24,3180.310
2000-05-25,3099.280
2000-05-26,3101.440
2000-05-29,
2000-05-30,3414.030
2000-05-31,3324.080
2000-06-01,3518.980
2000-06-02,3755.670
2000-06-05,3730.310
2000-06-06,3646.320
2000-06-07,3736.010
2000-06-08,3707.310
2000-06-09,3760.260
2000-06-12,3638.420
2000-06-13,3765.810
2000-06-14,3677.490
2000-06-15,3752.010
2000-06-16,3787.360
2000-06-19,3933.700
2000-06-20,3933.830
2000-06-21,3970.000
2000-06-22,3804.110
2000-06-23,3685.300
2000-06-26,3771.450
2000-06-27,3699.000
2000-06-28,3771.060
2000-06-29,3665.830
2000-06-30,3763.790
2000-07-03,3804.780
2000-07-04,
2000-07-05,3649.800
2000-07-06,3793.480
2000-07-07,3841.270
2000-07-10,3772.200
2000-07-11,3744.530
2000-07-12,3901.120
2000-07-13,3956.670
2000-07-14,4041.150
2000-07-17,4061.880
2000-07-18,3960.960
2000-07-19,3843.980
2000-07-20,3995.460
2000-07-21,3908.750
2000-07-24,3790.620
2000-07-25,3865.390
2000-07-26,3818.280
2000-07-27,3681.630
2000-07-28,3477.310
2000-07-31,3609.350
2000-08-01,3521.150
2000-08-02,3490.340
2000-08-03,3623.500
2000-08-04,3618.630
2000-08-07,3710.390
2000-08-08,3686.370
2000-08-09,3693.040
2000-08-10,3595.190
2000-08-11,3644.610
2000-08-14,3719.610
2000-08-15,3722.620
2000-08-16,3721.250
2000-08-17,3830.590
2000-08-18,3807.510
2000-08-21,3827.620
2000-08-22,3827.890
2000-08-23,3896.920
2000-08-24,3949.570
2000-08-25,3931.250
2000-08-28,3954.240
2000-08-29,3951.940
2000-08-30,3968.730
2000-08-31,4077.590
2000-09-01,4099.300
2000-09-04,
2000-09-05,3987.030
2000-09-06,3837.620
2000-09-07,3953.360
2000-09-08,3813.440
2000-09-11,3706.740
2000-09-12,3666.870
2000-09-13,3741.750
2000-09-14,3737.420
2000-09-15,3676.330
2000-09-18,3585.520
2000-09-19,3756.400
2000-09-20,3790.450
2000-09-21,3718.150
2000-09-22,3701.180
2000-09-25,3622.100
2000-09-26,3582.590
2000-09-27,3571.900
2000-09-28,3725.150
2000-09-29,3570.610
2000-10-02,3457.970
2000-10-03,3353.340
2000-10-04,3453.360
2000-10-05,3424.320
2000-10-06,3311.940
2000-10-09,3318.900
2000-10-10,3188.290
2000-10-11,3100.530
2000-10-12,3004.450
2000-10-13,3277.770
2000-10-16,3249.460
2000-10-17,3172.190
2000-10-18,3139.310
2000-10-19,3402.950
2000-10-20,3456.610
2000-10-23,3422.000
2000-10-24,3353.260
2000-10-25,3107.610
2000-10-26,3167.140
2000-10-27,3175.250
2000-10-30,3081.070
2000-10-31,3282.300
2000-11-01,3225.270
2000-11-02,3308.480
2000-11-03,3321.910
2000-11-06,3290.470
2000-11-07,3279.570
2000-11-08,3059.090
2000-11-09,3057.060
2000-11-10,2890.260
2000-11-13,2836.620
2000-11-14,3039.500
2000-11-15,3076.700
2000-11-16,2925.160
2000-11-17,2934.810
2000-11-20,2792.410
2000-11-21,2786.530
2000-11-22,2668.250
2000-11-23,
2000-11-24,2830.090
2000-11-27,2769.320
2000-11-28,2621.110
2000-11-29,2602.850
2000-11-30,2506.540
2000-12-01,2549.740
2000-12-04,2554.400
2000-12-05,2852.870
2000-12-06,2743.700
2000-12-07,2719.910
2000-12-08,2895.390
2000-12-11,2972.910
2000-12-12,2863.210
2000-12-13,2748.880
2000-12-14,2639.260
2000-12-15,2549.480
2000-12-18,2543.090
2000-12-19,2399.630
2000-12-20,2210.320
2000-12-21,2224.840
2000-12-22,2436.260
2000-12-25,
2000-12-26,2404.600
2000-12-27,2460.210
2000-12-28,2464.620
2000-12-29,2341.700
2001-01-01,2341.700
2001-01-02,2128.780
2001-01-03,2528.380
2001-01-04,2460.040
2001-01-05,2267.850
2001-01-08,2281.540
2001-01-09,2311.400
2001-01-10,2413.710
2001-01-11,2524.290
2001-01-12,2506.050
2001-01-15,
2001-01-16,2470.720
2001-01-17,2558.670
2001-01-18,2670.470
2001-01-19,2655.680
2001-01-22,2643.130
2001-01-23,2730.050
2001-01-24,2726.450
2001-01-25,2595.850
2001-01-26,2631.780
2001-01-29,2694.530
2001-01-30,2686.140
2001-01-31,2593.000
2001-02-01,2607.160
2001-02-02,2472.180
2001-02-05,2467.300
2001-02-06,2473.240
2001-02-07,2409.660
2001-02-08,2355.670
2001-02-09,2261.770
2001-02-12,2286.850
2001-02-13,2208.400
2001-02-14,2305.820
2001-02-15,2371.040
2001-02-16,2212.510
2001-02-19,
2001-02-20,2095.110
2001-02-21,2058.540
2001-02-22,2032.420
2001-02-23,2056.060
2001-02-26,2097.640
2001-02-27,1964.520
2001-02-28,1908.320
2001-03-01,1968.020
2001-03-02,1881.340
2001-03-05,1916.680
2001-03-06,1976.310
2001-03-07,1996.230
2001-03-08,1938.150
2001-03-09,1813.020
2001-03-12,1680.640
2001-03-13,1789.700
2001-03-14,1745.080
2001-03-15,1697.920
2001-03-16,1647.510
2001-03-19,1730.460
2001-03-20,1614.470
2001-03-21,1605.040
2001-03-22,1701.900
2001-03-23,1705.020
2001-03-26,1676.900
2001-03-27,1735.700
2001-03-28,1602.220
2001-03-29,1563.140
2001-03-30,1573.250
2001-04-02,1516.580
2001-04-03,1399.050
2001-04-04,1370.750
2001-04-05,1519.050
2001-04-06,1448.160
2001-04-09,1481.220
2001-04-10,1597.870
2001-04-11,1647.360
2001-04-12,1714.290
2001-04-13,
2001-04-16,1650.210
2001-04-17,1671.510
2001-04-18,1830.790
2001-04-19,1953.280
2001-04-20,1933.570
2001-04-23,1811.890
2001-04-24,1762.210
2001-04-25,1814.330
2001-04-26,1763.330
2001-04-27,1810.470
2001-04-30,1855.150
2001-05-01,1919.010
2001-05-02,1962.420
2001-05-03,1877.800
2001-05-04,1923.810
2001-05-07,1895.410
2001-05-08,1929.240
2001-05-09,1876.870
2001-05-10,1838.320
2001-05-11,1821.200
2001-05-14,1795.060
2001-05-15,1796.810
2001-05-16,1899.470
2001-05-17,1925.140
2001-05-18,1927.690
2001-05-21,2052.570
2001-05-22,2042.930
2001-05-23,1957.560
2001-05-24,2003.370
2001-05-25,1960.740
2001-05-28,
2001-05-29,1873.530
2001-05-30,1779.000
2001-05-31,1799.890
2001-06-01,1840.830
2001-06-04,1838.840
2001-06-05,1923.900
2001-06-06,1903.840
2001-06-07,1963.310
2001-06-08,1896.220
2001-06-11,1846.500
2001-06-12,1852.030
2001-06-13,1790.210
2001-06-14,1711.390
2001-06-15,1701.530
2001-06-18,1666.490
2001-06-19,1675.900
2001-06-20,1721.560
2001-06-21,1751.220
2001-06-22,1727.470
2001-06-25,1743.900
2001-06-26,1751.620
2001-06-27,1756.020
2001-06-28,1808.940
2001-06-29,1830.190
2001-07-02,1827.070
2001-07-03,1822.160
2001-07-04,
2001-07-05,1751.000
2001-07-06,1668.590
2001-07-09,1697.050
2001-07-10,1624.950
2001-07-11,1641.560
2001-07-12,1750.130
2001-07-13,1751.110
2001-07-16,1685.740
2001-07-17,1729.550
2001-07-18,1666.870
2001-07-19,1695.890
2001-07-20,1676.460
2001-07-23,1629.930
2001-07-24,1604.860
2001-07-25,1627.860
2001-07-26,1673.390
2001-07-27,1683.180
2001-07-30,1670.030
2001-07-31,1683.610
2001-08-01,1729.530
2001-08-02,1751.450
2001-08-03,1725.900
2001-08-06,1702.840
2001-08-07,1696.370
2001-08-08,1626.200
2001-08-09,1628.920
2001-08-10,1617.450
2001-08-13,1653.270
2001-08-14,1629.950
2001-08-15,1572.030
2001-08-16,1581.980
2001-08-17,1516.580
2001-08-20,1535.990
2001-08-21,1480.740
2001-08-22,1515.410
2001-08-23,1496.980
2001-08-24,1579.620
2001-08-27,1578.330
2001-08-28,1526.300
2001-08-29,1499.760
2001-08-30,1453.900
2001-08-31,1469.700
2001-09-03,
2001-09-04,1424.120
2001-09-05,1415.300
2001-09-06,1361.690
2001-09-07,1354.270
2001-09-10,1365.390
2001-09-11,
2001-09-12,
2001-09-13,
2001-09-14,
2001-09-17,1252.700
2001-09-18,1224.640
2001-09-19,1208.230
2001-09-20,1166.270
2001-09-21,1126.950
2001-09-24,1191.020
2001-09-25,1187.770
2001-09-26,1172.110
2001-09-27,1144.270
2001-09-28,1168.370
2001-10-01,1151.240
2001-10-02,1159.370
2001-10-03,1249.410
2001-10-04,1260.660
2001-10-05,1271.730
2001-10-08,1279.630
2001-10-09,1244.560
2001-10-10,1304.680
2001-10-11,1389.870
2001-10-12,1393.840
2001-10-15,1378.920
2001-10-16,1404.810
2001-10-17,1314.800
2001-10-18,1330.330
2001-10-19,1347.590
2001-10-22,1383.070
2001-10-23,1384.060
2001-10-24,1424.690
2001-10-25,1479.050
2001-10-26,1454.900
2001-10-29,1374.580
2001-10-30,1342.260
2001-10-31,1364.780
2001-11-01,1424.150
2001-11-02,1425.780
2001-11-05,1480.210
2001-11-06,1523.090
2001-11-07,1524.670
2001-11-08,1510.600
2001-11-09,1514.960
2001-11-12,1528.750
2001-11-13,1580.760
2001-11-14,1585.890
2001-11-15,1582.580
2001-11-16,1582.140
2001-11-19,1617.580
2001-11-20,1549.700
2001-11-21,1552.010
2001-11-22,
2001-11-23,1577.470
2001-11-26,1619.650
2001-11-27,1609.870
2001-11-28,1557.030
2001-11-29,1599.300
2001-11-30,1596.050
2001-12-03,1567.540
2001-12-04,1634.270
2001-12-05,1720.910
2001-12-06,1717.970
2001-12-07,1673.900
2001-12-10,1645.360
2001-12-11,1661.270
2001-12-12,1669.950
2001-12-13,1601.910
2001-12-14,1605.670
2001-12-17,1640.340
2001-12-18,1657.680
2001-12-19,1628.690
2001-12-20,1557.360
2001-12-21,1578.270
2001-12-24,1577.310
2001-12-25,
2001-12-26,1590.840
2001-12-27,1606.480
2001-12-28,1621.130
2001-12-31,1577.050
2002-01-01,
2002-01-02,1610.390
2002-01-03,1666.660
2002-01-04,1675.030
2002-01-07,1649.830
2002-01-08,1666.580
2002-01-09,1653.760
2002-01-10,1656.680
2002-01-11,1634.170
2002-01-14,1603.760
2002-01-15,1612.460
2002-01-16,1558.980
2002-01-17,1602.320
2002-01-18,1548.220
2002-01-21,
2002-01-22,1501.780
2002-01-23,1549.210
2002-01-24,1565.130
2002-01-25,1558.260
